행정구역,2022년10월_남_총인구수,2022년10월_남_연령구간인구수,2022년10월_남_0~9세,2022년10월_남_10~19세,2022년10월_남_20~29세,2022년10월_남_30~39세,2022년10월_남_40~49세,2022년10월_남_50~59세,2022년10월_남_60~69세,2022년10월_남_70~79세,2022년10월_남_80~89세,2022년10월_남_90~99세,2022년10월_남_100세 이상,2022년10월_여_총인구수,2022년10월_여_연령구간인구수,2022년10월_여_0~9세,2022년10월_여_10~19세,2022년10월_여_20~29세,2022년10월_여_30~39세,2022년10월_여_40~49세,2022년10월_여_50~59세,2022년10월_여_60~69세,2022년10월_여_70~79세,2022년10월_여_80~89세,2022년10월_여_90~99세,2022년10월_여_100세 이상
전라북도 임실군 오수면(4575035500),1794 ,1794 ,55 ,112 ,138 ,112 ,183 ,336 ,434 ,257 ,145 ,22 ,0 ,1763 ,1763 ,49 ,84 ,92 ,94 ,120 ,257 ,375 ,314 ,324 ,53 ,1 
전라북도 임실군 신덕면(4575036000),677 ,677 ,21 ,23 ,47 ,29 ,60 ,138 ,172 ,109 ,69 ,8 ,1 ,623 ,623 ,23 ,22 ,29 ,31 ,37 ,80 ,118 ,128 ,131 ,24 ,0 
전라북도 임실군 삼계면(4575037000),750 ,750 ,21 ,28 ,39 ,29 ,69 ,138 ,176 ,151 ,93 ,6 ,0 ,717 ,717 ,16 ,26 ,25 ,27 ,31 ,91 ,150 ,148 ,159 ,44 ,0 
전라북도 임실군 관촌면(4575038000),1632 ,1632 ,75 ,66 ,127 ,105 ,155 ,349 ,374 ,248 ,117 ,16 ,0 ,1566 ,1566 ,71 ,79 ,89 ,96 ,105 ,251 ,328 ,253 ,257 ,35 ,2 
전라북도 임실군 강진면(4575039000),776 ,776 ,17 ,24 ,63 ,41 ,89 ,173 ,195 ,103 ,65 ,6 ,0 ,692 ,692 ,14 ,20 ,45 ,27 ,34 ,125 ,131 ,136 ,136 ,22 ,2 
전라북도 임실군 덕치면(4575040000),616 ,616 ,11 ,20 ,34 ,33 ,50 ,147 ,169 ,89 ,59 ,4 ,0 ,565 ,565 ,21 ,27 ,19 ,24 ,29 ,82 ,115 ,120 ,113 ,12 ,3 
전라북도 임실군 지사면(4575041000),602 ,602 ,30 ,31 ,32 ,25 ,60 ,107 ,152 ,91 ,64 ,10 ,0 ,607 ,607 ,23 ,25 ,18 ,28 ,43 ,102 ,103 ,109 ,129 ,27 ,0 
전라북도 순창군 (4577000000),13141 ,13141 ,611 ,1086 ,1070 ,844 ,1668 ,2417 ,2732 ,1642 ,955 ,115 ,1 ,13566 ,13566 ,556 ,1027 ,790 ,818 ,1368 ,1952 ,2489 ,2151 ,2087 ,316 ,12 
전라북도 순창군 순창읍(4577025000),4881 ,4881 ,387 ,649 ,560 ,388 ,776 ,854 ,684 ,372 ,189 ,22 ,0 ,5102 ,5102 ,335 ,632 ,444 ,436 ,804 ,719 ,713 ,568 ,373 ,76 ,2 
전라북도 순창군 인계면(4577031000),732 ,732 ,16 ,46 ,51 ,42 ,73 ,153 ,180 ,106 ,59 ,6 ,0 ,748 ,748 ,20 ,31 ,36 ,45 ,53 ,117 ,153 ,119 ,150 ,22 ,2 
전라북도 순창군 동계면(4577032000),946 ,946 ,24 ,42 ,48 ,46 ,115 ,173 ,247 ,150 ,92 ,9 ,0 ,996 ,996 ,22 ,45 ,41 ,37 ,72 ,137 ,181 ,203 ,224 ,31 ,3 
전라북도 순창군 풍산면(4577033000),832 ,832 ,24 ,44 ,57 ,52 ,112 ,140 ,176 ,139 ,81 ,7 ,0 ,828 ,828 ,25 ,44 ,31 ,31 ,69 ,96 ,167 ,166 ,167 ,32 ,0 
전라북도 순창군 금과면(4577034000),871 ,871 ,25 ,35 ,58 ,61 ,80 ,160 ,256 ,121 ,63 ,11 ,1 ,850 ,850 ,14 ,31 ,35 ,41 ,39 ,149 ,189 ,144 ,182 ,25 ,1 
전라북도 순창군 팔덕면(4577035000),696 ,696 ,18 ,38 ,38 ,49 ,73 ,138 ,168 ,96 ,75 ,3 ,0 ,674 ,674 ,17 ,30 ,26 ,38 ,42 ,91 ,143 ,119 ,147 ,20 ,1 
전라북도 순창군 쌍치면(4577036000),946 ,946 ,25 ,60 ,63 ,41 ,97 ,173 ,258 ,144 ,73 ,12 ,0 ,959 ,959 ,27 ,49 ,39 ,45 ,59 ,178 ,214 ,162 ,165 ,21 ,0 
전라북도 순창군 복흥면(4577037000),1014 ,1014 ,40 ,68 ,67 ,47 ,94 ,205 ,253 ,148 ,81 ,11 ,0 ,1085 ,1085 ,45 ,76 ,28 ,51 ,83 ,160 ,244 ,200 ,173 ,24 ,1 
전라북도 순창군 적성면(4577038000),595 ,595 ,10 ,20 ,38 ,40 ,63 ,113 ,142 ,93 ,65 ,11 ,0 ,620 ,620 ,23 ,15 ,23 ,26 ,38 ,78 ,134 ,121 ,143 ,18 ,1 
전라북도 순창군 유등면(4577039000),516 ,516 ,19 ,23 ,31 ,23 ,66 ,94 ,112 ,90 ,49 ,9 ,0 ,531 ,531 ,10 ,19 ,33 ,26 ,34 ,59 ,104 ,110 ,119 ,16 ,1 
전라북도 순창군 구림면(4577040000),1112 ,1112 ,23 ,61 ,59 ,55 ,119 ,214 ,256 ,183 ,128 ,14 ,0 ,1173 ,1173 ,18 ,55 ,54 ,42 ,75 ,168 ,247 ,239 ,244 ,31 ,0 
전라북도 고창군 (4579000000),26115 ,26115 ,1203 ,2133 ,2172 ,1826 ,3173 ,4833 ,5185 ,3527 ,1894 ,168 ,1 ,26428 ,26428 ,1068 ,1763 ,1592 ,1574 ,2434 ,3815 ,5122 ,4307 ,3966 ,752 ,35 
전라북도 고창군 고창읍(4579025000),10324 ,10324 ,842 ,1384 ,1202 ,953 ,1481 ,1718 ,1475 ,829 ,400 ,40 ,0 ,10552 ,10552 ,770 ,1143 ,921 ,976 ,1490 ,1707 ,1635 ,1040 ,720 ,135 ,15 
전라북도 고창군 고수면(4579031000),1115 ,1115 ,18 ,49 ,77 ,72 ,109 ,229 ,281 ,190 ,86 ,4 ,0 ,1051 ,1051 ,16 ,39 ,42 ,36 ,72 ,128 ,236 ,222 ,210 ,48 ,2 
전라북도 고창군 아산면(4579032000),1311 ,1311 ,29 ,50 ,71 ,76 ,145 ,284 ,319 ,203 ,124 ,10 ,0 ,1233 ,1233 ,30 ,32 ,55 ,50 ,69 ,176 ,292 ,243 ,246 ,37 ,3 
전라북도 고창군 무장면(4579033000),1337 ,1337 ,36 ,119 ,93 ,63 ,134 ,255 ,280 ,213 ,136 ,8 ,0 ,1341 ,1341 ,30 ,81 ,61 ,53 ,81 ,167 ,278 ,285 ,269 ,35 ,1 
전라북도 고창군 공음면(4579034000),1181 ,1181 ,27 ,47 ,69 ,67 ,129 ,222 ,274 ,210 ,122 ,14 ,0 ,1229 ,1229 ,23 ,50 ,43 ,52 ,76 ,159 ,270 ,241 ,266 ,46 ,3 
전라북도 고창군 상하면(4579035000),1156 ,1156 ,26 ,77 ,79 ,63 ,137 ,230 ,240 ,215 ,81 ,8 ,0 ,1198 ,1198 ,25 ,51 ,59 ,49 ,81 ,164 ,262 ,225 ,246 ,34 ,2 
전라북도 고창군 해리면(4579036000),1283 ,1283 ,37 ,41 ,72 ,54 ,136 ,238 ,302 ,273 ,122 ,8 ,0 ,1337 ,1337 ,21 ,50 ,61 ,41 ,65 ,147 ,335 ,285 ,284 ,45 ,3 
전라북도 고창군 성송면(4579037000),867 ,867 ,17 ,30 ,46 ,49 ,76 ,182 ,218 ,144 ,93 ,12 ,0 ,856 ,856 ,13 ,20 ,22 ,23 ,53 ,97 ,203 ,169 ,209 ,46 ,1 
전라북도 고창군 대산면(4579038000),1571 ,1571 ,36 ,74 ,96 ,71 ,173 ,290 ,396 ,255 ,165 ,15 ,0 ,1571 ,1571 ,23 ,58 ,53 ,56 ,77 ,236 ,328 ,349 ,336 ,54 ,1 
전라북도 고창군 심원면(4579039000),1209 ,1209 ,28 ,53 ,68 ,82 ,140 ,276 ,279 ,171 ,107 ,5 ,0 ,1201 ,1201 ,25 ,54 ,53 ,58 ,63 ,195 ,283 ,223 ,209 ,38 ,0 
전라북도 고창군 흥덕면(4579040000),1499 ,1499 ,41 ,67 ,117 ,85 ,161 ,292 ,362 ,229 ,133 ,12 ,0 ,1563 ,1563 ,34 ,77 ,80 ,62 ,114 ,224 ,322 ,293 ,284 ,72 ,1 
전라북도 고창군 성내면(4579041000),988 ,988 ,17 ,44 ,67 ,54 ,111 ,166 ,243 ,172 ,102 ,12 ,0 ,910 ,910 ,16 ,19 ,41 ,34 ,53 ,115 ,193 ,197 ,192 ,49 ,1 
전라북도 고창군 신림면(4579042000),1030 ,1030 ,21 ,41 ,59 ,57 ,104 ,204 ,244 ,181 ,109 ,10 ,0 ,1107 ,1107 ,17 ,46 ,58 ,47 ,73 ,140 ,217 ,225 ,231 ,53 ,0 
전라북도 고창군 부안면(4579043000),1244 ,1244 ,28 ,57 ,56 ,80 ,137 ,247 ,272 ,242 ,114 ,10 ,1 ,1279 ,1279 ,25 ,43 ,43 ,37 ,67 ,160 ,268 ,310 ,264 ,60 ,2 
전라북도 부안군 (4580000000),24974 ,24974 ,1137 ,1788 ,2174 ,1861 ,3089 ,4692 ,5092 ,3365 ,1655 ,119 ,2 ,25243 ,25243 ,1032 ,1640 ,1600 ,1593 ,2554 ,3745 ,4995 ,4130 ,3383 ,554 ,17 
전라북도 부안군 부안읍(4580025000),10086 ,10086 ,747 ,1181 ,1163 ,916 ,1449 ,1751 ,1541 ,908 ,410 ,20 ,0 ,10671 ,10671 ,709 ,1081 ,956 ,948 ,1563 ,1741 ,1646 ,1133 ,791 ,99 ,4 
전라북도 부안군 주산면(4580031000),893 ,893 ,19 ,27 ,65 ,52 ,84 ,160 ,219 ,165 ,94 ,8 ,0 ,926 ,926 ,15 ,22 ,37 ,39 ,47 ,112 ,233 ,171 ,215 ,34 ,1 
전라북도 부안군 동진면(4580032000),1368 ,1368 ,32 ,39 ,93 ,93 ,132 ,271 ,328 ,222 ,142 ,16 ,0 ,1323 ,1323 ,23 ,40 ,56 ,57 ,65 ,182 ,265 ,302 ,279 ,54 ,0 
전라북도 부안군 행안면(4580033000),1120 ,1120 ,22 ,62 ,71 ,98 ,130 ,235 ,270 ,143 ,82 ,7 ,0 ,1023 ,1023 ,38 ,52 ,37 ,63 ,71 ,141 ,223 ,186 ,171 ,41 ,0 
전라북도 부안군 계화면(4580034000),1609 ,1609 ,38 ,65 ,88 ,117 ,204 ,279 ,358 ,307 ,146 ,7 ,0 ,1601 ,1601 ,45 ,69 ,78 ,61 ,120 ,174 ,375 ,392 ,250 ,35 ,2 
전라북도 부안군 보안면(4580035000),1184 ,1184 ,20 ,43 ,64 ,53 ,120 ,218 ,312 ,224 ,119 ,10 ,1 ,1164 ,1164 ,20 ,33 ,40 ,38 ,51 ,174 ,268 ,256 ,248 ,36 ,0 
전라북도 부안군 변산면(4580036000),2193 ,2193 ,80 ,133 ,169 ,179 ,296 ,455 ,471 ,285 ,118 ,7 ,0 ,2098 ,2098 ,75 ,126 ,115 ,132 ,191 ,351 ,491 ,331 ,243 ,43 ,0 
전라북도 부안군 진서면(4580037000),1177 ,1177 ,41 ,47 ,100 ,56 ,117 ,239 ,298 ,207 ,68 ,4 ,0 ,1097 ,1097 ,23 ,41 ,41 ,52 ,88 ,162 ,306 ,202 ,156 ,22 ,4 
전라북도 부안군 백산면(4580038000),1208 ,1208 ,23 ,41 ,82 ,74 ,122 ,235 ,284 ,208 ,127 ,11 ,1 ,1210 ,1210 ,10 ,33 ,57 ,33 ,60 ,142 ,266 ,284 ,279 ,46 ,0 
전라북도 부안군 상서면(4580039000),1059 ,1059 ,32 ,35 ,69 ,69 ,95 ,226 ,267 ,171 ,88 ,7 ,0 ,1068 ,1068 ,22 ,34 ,57 ,42 ,69 ,160 ,215 ,219 ,216 ,33 ,1 
전라북도 부안군 하서면(4580040000),1257 ,1257 ,35 ,49 ,82 ,66 ,131 ,256 ,297 ,209 ,117 ,15 ,0 ,1300 ,1300 ,18 ,51 ,60 ,62 ,103 ,160 ,274 ,276 ,254 ,38 ,4 
전라북도 부안군 줄포면(4580041000),1226 ,1226 ,35 ,54 ,97 ,55 ,136 ,241 ,292 ,212 ,98 ,6 ,0 ,1246 ,1246 ,22 ,46 ,45 ,46 ,95 ,175 ,307 ,264 ,197 ,49 ,0 
전라북도 부안군 위도면(4580042000),594 ,594 ,13 ,12 ,31 ,33 ,73 ,126 ,155 ,104 ,46 ,1 ,0 ,516 ,516 ,12 ,12 ,21 ,20 ,31 ,71 ,126 ,114 ,84 ,24 ,1 
전라남도  (4600000000),915996 ,915996 ,59468 ,83225 ,104755 ,90868 ,132082 ,168062 ,148729 ,85659 ,39509 ,3586 ,53 ,903161 ,903161 ,56849 ,78161 ,82241 ,82051 ,116240 ,143605 ,143081 ,103420 ,82608 ,14418 ,487 
전라남도 목포시 (4611000000),107880 ,107880 ,7793 ,12133 ,13867 ,11573 ,18371 ,18549 ,14410 ,8049 ,2907 ,225 ,3 ,109114 ,109114 ,7246 ,11648 ,11749 ,11058 ,17288 ,17861 ,15948 ,10054 ,5415 ,822 ,25 
전라남도 목포시 용당1동(4611051000),5013 ,5013 ,212 ,321 ,488 ,484 ,729 ,910 ,901 ,692 ,255 ,21 ,0 ,5033 ,5033 ,178 ,327 ,428 ,360 ,568 ,778 ,1073 ,857 ,398 ,62 ,4 
전라남도 목포시 용당2동(4611052000),2465 ,2465 ,96 ,139 ,257 ,192 ,366 ,466 ,463 ,369 ,111 ,6 ,0 ,2434 ,2434 ,84 ,137 ,182 ,175 ,257 ,378 ,553 ,438 ,193 ,35 ,2 
전라남도 목포시 연동(4611053500),2202 ,2202 ,63 ,141 ,199 ,181 ,337 ,426 ,428 ,289 ,129 ,8 ,1 ,2147 ,2147 ,60 ,140 ,155 ,113 ,208 ,308 ,438 ,425 ,266 ,34 ,0 
전라남도 목포시 산정동(4611054500),4498 ,4498 ,274 ,551 ,526 ,501 ,718 ,784 ,632 ,373 ,125 ,13 ,1 ,4746 ,4746 ,302 ,476 ,499 ,442 ,708 ,827 ,758 ,446 ,256 ,30 ,2 
전라남도 목포시 연산동(4611055400),5152 ,5152 ,726 ,683 ,601 ,786 ,1003 ,654 ,416 ,219 ,59 ,5 ,0 ,5326 ,5326 ,647 ,653 ,555 ,876 ,1002 ,693 ,513 ,239 ,124 ,24 ,0 
전라남도 목포시 원산동(4611055800),6044 ,6044 ,379 ,698 ,913 ,609 ,986 ,1147 ,797 ,388 ,118 ,9 ,0 ,6276 ,6276 ,373 ,683 ,680 ,574 ,974 ,1140 ,939 ,551 ,329 ,33 ,0 
전라남도 목포시 대성동(4611056500),2403 ,2403 ,226 ,239 ,243 ,294 ,418 ,388 ,327 ,188 ,77 ,3 ,0 ,2443 ,2443 ,195 ,216 ,239 ,300 ,362 ,379 ,363 ,231 ,140 ,18 ,0 
전라남도 목포시 목원동(4611059500),3575 ,3575 ,89 ,185 ,340 ,279 ,499 ,682 ,711 ,557 ,216 ,16 ,1 ,3479 ,3479 ,85 ,181 ,256 ,215 ,362 ,539 ,736 ,655 ,382 ,65 ,3 
전라남도 목포시 동명동(4611064000),2623 ,2623 ,77 ,146 ,244 ,222 ,396 ,477 ,455 ,426 ,164 ,16 ,0 ,2407 ,2407 ,72 ,130 ,183 ,141 ,239 ,333 ,538 ,510 ,231 ,30 ,0 
전라남도 목포시 삼학동(4611064500),2857 ,2857 ,182 ,295 ,309 ,275 ,485 ,443 ,444 ,317 ,102 ,5 ,0 ,2987 ,2987 ,167 ,315 ,298 ,246 ,414 ,445 ,551 ,376 ,154 ,21 ,0 
전라남도 목포시 만호동(4611065500),1359 ,1359 ,18 ,51 ,92 ,80 ,224 ,278 ,302 ,216 ,96 ,2 ,0 ,1202 ,1202 ,18 ,48 ,57 ,55 ,108 ,185 ,302 ,278 ,128 ,21 ,2 
전라남도 목포시 유달동(4611066000),2077 ,2077 ,67 ,105 ,215 ,145 ,312 ,410 ,429 ,268 ,121 ,5 ,0 ,1846 ,1846 ,44 ,103 ,122 ,101 ,140 ,260 ,376 ,400 ,267 ,31 ,2 
전라남도 목포시 죽교동(4611069500),1499 ,1499 ,51 ,92 ,158 ,123 ,230 ,289 ,282 ,192 ,78 ,4 ,0 ,1401 ,1401 ,51 ,114 ,113 ,86 ,137 ,182 ,269 ,270 ,158 ,21 ,0 
전라남도 목포시 북항동(4611070500),4467 ,4467 ,292 ,464 ,569 ,455 ,757 ,789 ,634 ,357 ,141 ,9 ,0 ,4463 ,4463 ,248 ,462 ,450 ,393 ,644 ,793 ,766 ,428 ,248 ,30 ,1 
전라남도 목포시 용해동(4611074500),8244 ,8244 ,689 ,1235 ,1047 ,851 ,1553 ,1302 ,894 ,465 ,186 ,22 ,0 ,8506 ,8506 ,668 ,1146 ,883 ,877 ,1567 ,1269 ,1054 ,637 ,347 ,57 ,1 
전라남도 목포시 이로동(4611075000),5214 ,5214 ,447 ,719 ,630 ,530 ,914 ,750 ,674 ,387 ,156 ,7 ,0 ,5399 ,5399 ,383 ,724 ,497 ,523 ,917 ,831 ,809 ,448 ,223 ,43 ,1 
전라남도 목포시 상동(4611075600),10575 ,10575 ,919 ,1205 ,1333 ,1273 ,1748 ,1743 ,1421 ,708 ,204 ,21 ,0 ,11000 ,11000 ,791 ,1137 ,1153 ,1165 ,1830 ,1881 ,1574 ,877 ,498 ,92 ,2 
전라남도 목포시 하당동(4611075700),6329 ,6329 ,383 ,586 ,1151 ,834 ,1091 ,1171 ,735 ,283 ,87 ,8 ,0 ,5952 ,5952 ,331 ,554 ,1128 ,712 ,986 ,993 ,700 ,321 ,199 ,25 ,3 
전라남도 목포시 신흥동(4611075800),8060 ,8060 ,538 ,932 ,1316 ,945 ,1268 ,1421 ,1083 ,397 ,148 ,12 ,0 ,8190 ,8190 ,530 ,890 ,1067 ,901 ,1295 ,1623 ,1095 ,457 ,290 ,41 ,1 
전라남도 목포시 삼향동(4611078000),2311 ,2311 ,148 ,249 ,286 ,238 ,397 ,403 ,334 ,190 ,66 ,0 ,0 ,2294 ,2294 ,157 ,227 ,226 ,236 ,376 ,365 ,359 ,207 ,119 ,22 ,0 
전라남도 목포시 옥암동(4611079000),5378 ,5378 ,450 ,800 ,704 ,603 ,961 ,930 ,558 ,255 ,106 ,11 ,0 ,5844 ,5844 ,468 ,810 ,693 ,706 ,1099 ,965 ,636 ,313 ,129 ,25 ,0 
전라남도 목포시 부흥동(4611080000),4013 ,4013 ,260 ,428 ,625 ,466 ,716 ,737 ,489 ,193 ,86 ,13 ,0 ,4254 ,4254 ,279 ,390 ,549 ,474 ,660 ,830 ,589 ,293 ,168 ,21 ,1 
전라남도 목포시 부주동(4611081000),11522 ,11522 ,1207 ,1869 ,1621 ,1207 ,2263 ,1949 ,1001 ,320 ,76 ,9 ,0 ,11485 ,11485 ,1115 ,1785 ,1336 ,1387 ,2435 ,1864 ,957 ,397 ,168 ,41 ,0 
전라남도 여수시 (4613000000),140028 ,140028 ,9517 ,12863 ,17992 ,15651 ,20983 ,25231 ,21233 ,12028 ,4191 ,333 ,6 ,134983 ,134983 ,9051 ,12298 ,13742 ,13373 ,18950 ,22681 ,21727 ,13686 ,7963 ,1466 ,46 
전라남도 여수시 돌산읍(4613025000),1296 ,1296 ,22 ,34 ,95 ,68 ,144 ,242 ,318 ,235 ,126 ,12 ,0 ,1255 ,1255 ,20 ,36 ,74 ,40 ,55 ,180 ,287 ,312 ,215 ,35 ,1 
전라남도 여수시 돌산읍우두출장소(4613025100),4367 ,4367 ,236 ,343 ,390 ,405 ,681 ,803 ,763 ,521 ,204 ,21 ,0 ,4022 ,4022 ,208 ,329 ,286 ,310 ,527 ,600 ,818 ,552 ,331 ,60 ,1 
전라남도 여수시 돌산읍죽포출장소(4613025200),907 ,907 ,19 ,27 ,75 ,37 ,76 ,161 ,239 ,190 ,72 ,11 ,0 ,974 ,974 ,16 ,28 ,59 ,37 ,48 ,138 ,237 ,205 ,164 ,40 ,2 
전라남도 여수시 소라면(4613031000),11302 ,11302 ,1105 ,1156 ,1316 ,1365 ,1819 ,1970 ,1585 ,688 ,273 ,24 ,1 ,10857 ,10857 ,1005 ,1100 ,1052 ,1347 ,1666 ,1862 ,1385 ,772 ,559 ,102 ,7 
전라남도 여수시 율촌면(4613032000),3121 ,3121 ,101 ,161 ,247 ,212 ,443 ,590 ,639 ,473 ,233 ,21 ,1 ,2897 ,2897 ,94 ,147 ,162 ,168 ,234 ,371 ,624 ,545 ,440 ,108 ,4 
전라남도 여수시 화양면(4613033000),3243 ,3243 ,64 ,128 ,296 ,184 ,332 ,678 ,813 ,497 ,221 ,30 ,0 ,3070 ,3070 ,49 ,115 ,200 ,145 ,205 ,493 ,637 ,623 ,510 ,93 ,0 
전라남도 여수시 남면(4613034000),1375 ,1375 ,23 ,63 ,73 ,73 ,142 ,256 ,343 ,276 ,115 ,11 ,0 ,1332 ,1332 ,23 ,49 ,52 ,41 ,69 ,151 ,310 ,325 ,263 ,48 ,1 
전라남도 여수시 화정면(4613035000),666 ,666 ,3 ,15 ,29 ,36 ,64 ,108 ,191 ,138 ,74 ,8 ,0 ,660 ,660 ,6 ,12 ,29 ,17 ,22 ,77 ,127 ,166 ,163 ,40 ,1 
전라남도 여수시 화정면개도출장소(4613035600),391 ,391 ,7 ,20 ,20 ,10 ,37 ,88 ,92 ,79 ,34 ,4 ,0 ,382 ,382 ,5 ,15 ,16 ,14 ,22 ,54 ,77 ,89 ,76 ,14 ,0 
전라남도 여수시 삼산면(4613036000),1137 ,1137 ,22 ,48 ,75 ,82 ,141 ,248 ,279 ,172 ,65 ,4 ,1 ,880 ,880 ,24 ,37 ,44 ,44 ,68 ,157 ,229 ,146 ,111 ,19 ,1 
전라남도 여수시 동문동(4613051500),2231 ,2231 ,98 ,145 ,235 ,222 ,328 ,338 ,416 ,341 ,100 ,7 ,1 ,2183 ,2183 ,99 ,140 ,164 ,183 ,211 ,284 ,478 ,408 ,178 ,38 ,0 
전라남도 여수시 한려동(4613053500),1468 ,1468 ,38 ,84 ,162 ,176 ,181 ,256 ,240 ,232 ,94 ,5 ,0 ,1456 ,1456 ,44 ,78 ,153 ,113 ,117 ,198 ,301 ,301 ,137 ,13 ,1 
전라남도 여수시 중앙동(4613057000),2066 ,2066 ,68 ,126 ,213 ,162 ,297 ,361 ,392 ,333 ,107 ,7 ,0 ,2057 ,2057 ,55 ,115 ,142 ,130 ,203 ,303 ,501 ,417 ,168 ,23 ,0 
전라남도 여수시 충무동(4613060000),1895 ,1895 ,51 ,86 ,177 ,148 ,232 ,353 ,377 ,338 ,125 ,8 ,0 ,1791 ,1791 ,29 ,92 ,129 ,99 ,134 ,247 ,413 ,408 ,215 ,23 ,2 
전라남도 여수시 광림동(4613062500),3019 ,3019 ,99 ,162 ,355 ,282 ,390 ,540 ,587 ,449 ,145 ,10 ,0 ,2790 ,2790 ,70 ,122 ,223 ,199 ,267 ,444 ,665 ,523 ,241 ,35 ,1 
전라남도 여수시 서강동(4613063500),1696 ,1696 ,56 ,87 ,190 ,144 ,225 ,281 ,321 ,282 ,104 ,6 ,0 ,1750 ,1750 ,59 ,102 ,166 ,111 ,166 ,248 ,423 ,300 ,143 ,32 ,0 
전라남도 여수시 대교동(4613065500),2528 ,2528 ,75 ,102 ,222 ,212 ,348 ,450 ,514 ,428 ,170 ,7 ,0 ,2501 ,2501 ,74 ,124 ,164 ,174 ,200 ,332 ,612 ,520 ,258 ,43 ,0 
전라남도 여수시 국동(4613067000),5426 ,5426 ,271 ,446 ,608 ,570 ,763 ,919 ,974 ,651 ,215 ,9 ,0 ,5365 ,5365 ,279 ,394 ,448 ,409 ,650 ,927 ,1151 ,740 ,323 ,41 ,3 
전라남도 여수시 월호동(4613068500),3377 ,3377 ,199 ,289 ,365 ,299 ,486 ,537 ,675 ,402 ,119 ,6 ,0 ,3405 ,3405 ,192 ,301 ,289 ,278 ,441 ,551 ,706 ,437 ,184 ,23 ,3 
전라남도 여수시 여서동(4613070000),8508 ,8508 ,413 ,829 ,1246 ,931 ,1212 ,1479 ,1444 ,693 ,247 ,14 ,0 ,8781 ,8781 ,461 ,784 ,946 ,770 ,1177 ,1624 ,1651 ,818 ,462 ,86 ,2 
전라남도 여수시 문수동(4613071000),10032 ,10032 ,803 ,1061 ,1255 ,1158 ,1627 ,1731 ,1418 ,751 ,215 ,13 ,0 ,9984 ,9984 ,724 ,1041 ,1092 ,1023 ,1606 ,1657 ,1458 ,839 ,450 ,92 ,2 
전라남도 여수시 미평동(4613073000),5910 ,5910 ,254 ,492 ,1017 ,606 ,849 ,1182 ,930 ,441 ,131 ,8 ,0 ,5169 ,5169 ,250 ,440 ,690 ,412 ,705 ,972 ,843 ,509 ,307 ,39 ,2 
전라남도 여수시 둔덕동(4613074000),4939 ,4939 ,292 ,559 ,738 ,543 ,709 ,980 ,708 ,326 ,79 ,5 ,0 ,4864 ,4864 ,288 ,524 ,584 ,432 ,776 ,964 ,762 ,365 ,144 ,23 ,2 
전라남도 여수시 만덕동(4613076500),5149 ,5149 ,452 ,509 ,553 ,630 ,841 ,750 ,756 ,486 ,163 ,9 ,0 ,5088 ,5088 ,474 ,461 ,473 ,552 ,744 ,719 ,848 ,499 ,265 ,50 ,3 
전라남도 여수시 쌍봉동(4613078000),16396 ,16396 ,1208 ,1820 ,2772 ,2035 ,2492 ,3140 ,1897 ,792 ,224 ,16 ,0 ,15704 ,15704 ,1172 ,1797 ,2078 ,1791 ,2630 ,2973 ,1898 ,848 ,429 ,84 ,4 
전라남도 여수시 시전동(4613079000),20982 ,20982 ,2620 ,2579 ,2723 ,3097 ,3569 ,3483 ,1980 ,734 ,175 ,22 ,0 ,20850 ,20850 ,2450 ,2427 ,2313 ,3165 ,3791 ,3393 ,2019 ,759 ,437 ,95 ,1 
전라남도 여수시 여천동(4613080000),10747 ,10747 ,479 ,852 ,1831 ,1324 ,1561 ,2233 ,1613 ,640 ,192 ,20 ,2 ,9530 ,9530 ,453 ,881 ,1191 ,835 ,1325 ,2024 ,1560 ,730 ,440 ,90 ,1 
전라남도 여수시 주삼동(4613081000),4044 ,4044 ,407 ,565 ,493 ,507 ,784 ,656 ,343 ,216 ,67 ,6 ,0 ,3856 ,3856 ,399 ,525 ,403 ,466 ,781 ,489 ,389 ,250 ,127 ,27 ,0 
전라남도 여수시 삼일동(4613082000),1206 ,1206 ,26 ,51 ,156 ,90 ,137 ,272 ,261 ,147 ,61 ,5 ,0 ,984 ,984 ,21 ,47 ,77 ,53 ,81 ,163 ,214 ,170 ,131 ,26 ,1 
전라남도 여수시 묘도동(4613083000),604 ,604 ,6 ,24 ,65 ,43 ,73 ,146 ,125 ,77 ,41 ,4 ,0 ,546 ,546 ,8 ,35 ,43 ,15 ,29 ,86 ,104 ,110 ,92 ,24 ,0 
전라남도 순천시 (4615000000),139135 ,139135 ,11011 ,14980 ,19300 ,16514 ,20463 ,24666 ,19074 ,9003 ,3758 ,362 ,4 ,139934 ,139934 ,10476 ,14011 ,15949 ,15564 ,21187 ,24452 ,18840 ,10510 ,7523 ,1366 ,56 
전라남도 순천시 승주읍(4615025000),1287 ,1287 ,33 ,47 ,95 ,69 ,100 ,278 ,345 ,190 ,115 ,15 ,0 ,1306 ,1306 ,16 ,58 ,60 ,49 ,77 ,171 ,294 ,221 ,319 ,38 ,3 
전라남도 순천시 해룡면(4615031000),2236 ,2236 ,51 ,93 ,210 ,150 ,210 ,519 ,511 ,315 ,160 ,17 ,0 ,2097 ,2097 ,50 ,81 ,135 ,91 ,152 ,336 ,442 ,389 ,345 ,76 ,0 
