행정구역,2022년10월_남_총인구수,2022년10월_남_연령구간인구수,2022년10월_남_0~9세,2022년10월_남_10~19세,2022년10월_남_20~29세,2022년10월_남_30~39세,2022년10월_남_40~49세,2022년10월_남_50~59세,2022년10월_남_60~69세,2022년10월_남_70~79세,2022년10월_남_80~89세,2022년10월_남_90~99세,2022년10월_남_100세 이상,2022년10월_여_총인구수,2022년10월_여_연령구간인구수,2022년10월_여_0~9세,2022년10월_여_10~19세,2022년10월_여_20~29세,2022년10월_여_30~39세,2022년10월_여_40~49세,2022년10월_여_50~59세,2022년10월_여_60~69세,2022년10월_여_70~79세,2022년10월_여_80~89세,2022년10월_여_90~99세,2022년10월_여_100세 이상
서울특별시 중랑구 (1126000000),189869 ,189869 ,10522 ,12705 ,25588 ,29598 ,28519 ,32618 ,29782 ,14622 ,5511 ,395 ,9 ,196107 ,196107 ,10015 ,12258 ,27125 ,28161 ,26360 ,33401 ,31796 ,17350 ,8330 ,1269 ,42 
서울특별시 중랑구 면목제2동(1126052000),11920 ,11920 ,544 ,705 ,1544 ,1768 ,1799 ,2326 ,1918 ,928 ,357 ,31 ,0 ,12011 ,12011 ,519 ,713 ,1616 ,1574 ,1546 ,2261 ,2041 ,1114 ,535 ,91 ,1 
서울특별시 중랑구 면목제4동(1126054000),9234 ,9234 ,501 ,617 ,1199 ,1319 ,1492 ,1613 ,1411 ,772 ,283 ,26 ,1 ,9304 ,9304 ,455 ,553 ,1117 ,1209 ,1341 ,1579 ,1551 ,1044 ,410 ,44 ,1 
서울특별시 중랑구 면목제5동(1126055000),7382 ,7382 ,681 ,443 ,840 ,1300 ,1274 ,1214 ,1001 ,460 ,160 ,9 ,0 ,7335 ,7335 ,690 ,417 ,801 ,1289 ,1118 ,1153 ,1054 ,525 ,256 ,31 ,1 
서울특별시 중랑구 면목본동(1126056500),16423 ,16423 ,673 ,825 ,2432 ,2819 ,2444 ,3000 ,2495 ,1224 ,486 ,23 ,2 ,16845 ,16845 ,641 ,862 ,2612 ,2501 ,2170 ,3024 ,2663 ,1581 ,691 ,98 ,2 
서울특별시 중랑구 면목제7동(1126057000),10755 ,10755 ,604 ,586 ,1390 ,1672 ,1585 ,1854 ,1778 ,950 ,309 ,27 ,0 ,10726 ,10726 ,487 ,550 ,1437 ,1555 ,1403 ,1851 ,1859 ,1052 ,448 ,83 ,1 
서울특별시 중랑구 면목제3.8동(1126057500),12022 ,12022 ,473 ,677 ,1737 ,1831 ,1710 ,2190 ,1985 ,1018 ,373 ,27 ,1 ,12255 ,12255 ,452 ,645 ,1715 ,1615 ,1528 ,2241 ,2218 ,1192 ,572 ,74 ,3 
서울특별시 중랑구 상봉제1동(1126058000),11445 ,11445 ,781 ,966 ,1551 ,1766 ,1684 ,1913 ,1766 ,712 ,295 ,11 ,0 ,12158 ,12158 ,783 ,852 ,1607 ,1748 ,1687 ,2134 ,1898 ,901 ,467 ,79 ,2 
서울특별시 중랑구 상봉제2동(1126059000),9719 ,9719 ,380 ,376 ,1689 ,2312 ,1311 ,1507 ,1294 ,586 ,238 ,25 ,1 ,10493 ,10493 ,395 ,307 ,2434 ,2310 ,1183 ,1456 ,1326 ,704 ,324 ,50 ,4 
서울특별시 중랑구 중화제1동(1126060000),9462 ,9462 ,518 ,614 ,1275 ,1628 ,1386 ,1449 ,1521 ,794 ,263 ,14 ,0 ,9764 ,9764 ,508 ,605 ,1271 ,1509 ,1220 ,1646 ,1684 ,893 ,384 ,44 ,0 
서울특별시 중랑구 중화제2동(1126061000),12592 ,12592 ,533 ,568 ,1744 ,1910 ,1721 ,2429 ,2234 ,1003 ,428 ,22 ,0 ,11946 ,11946 ,433 ,504 ,1789 ,1737 ,1436 ,2134 ,2080 ,1160 ,605 ,68 ,0 
서울특별시 중랑구 묵제1동(1126062000),16376 ,16376 ,988 ,1526 ,2267 ,2277 ,2685 ,2644 ,2256 ,1220 ,490 ,23 ,0 ,17821 ,17821 ,962 ,1457 ,2635 ,2324 ,2736 ,2888 ,2610 ,1434 ,673 ,98 ,4 
서울특별시 중랑구 묵제2동(1126063000),9014 ,9014 ,437 ,573 ,1226 ,1401 ,1391 ,1555 ,1382 ,744 ,286 ,18 ,1 ,9392 ,9392 ,411 ,516 ,1297 ,1332 ,1352 ,1582 ,1595 ,870 ,392 ,43 ,2 
서울특별시 중랑구 망우본동(1126065500),17544 ,17544 ,1252 ,1023 ,2203 ,2931 ,2618 ,2820 ,2874 ,1316 ,463 ,43 ,1 ,17941 ,17941 ,1186 ,1083 ,2492 ,2838 ,2247 ,2817 ,2835 ,1511 ,798 ,128 ,6 
서울특별시 중랑구 망우제3동(1126066000),8050 ,8050 ,324 ,437 ,1074 ,1055 ,1072 ,1603 ,1486 ,716 ,261 ,22 ,0 ,7892 ,7892 ,282 ,523 ,1011 ,899 ,977 ,1547 ,1407 ,807 ,358 ,79 ,2 
서울특별시 중랑구 신내1동(1126068000),18386 ,18386 ,1283 ,1947 ,2315 ,2243 ,2868 ,2921 ,2846 ,1397 ,523 ,43 ,0 ,19684 ,19684 ,1266 ,1874 ,2185 ,2335 ,2947 ,3286 ,3144 ,1588 ,874 ,177 ,8 
서울특별시 중랑구 신내2동(1126069000),9545 ,9545 ,550 ,822 ,1102 ,1366 ,1479 ,1580 ,1535 ,782 ,296 ,31 ,2 ,10540 ,10540 ,545 ,797 ,1106 ,1386 ,1469 ,1802 ,1831 ,974 ,543 ,82 ,5 
서울특별시 성북구 (1129000000),207584 ,207584 ,13423 ,18435 ,31382 ,28923 ,32562 ,34655 ,26857 ,14358 ,6455 ,524 ,10 ,223997 ,223997 ,12838 ,17866 ,34439 ,29075 ,33852 ,35490 ,30386 ,18538 ,9956 ,1518 ,39 
서울특별시 성북구 성북동(1129052500),7580 ,7580 ,344 ,574 ,1228 ,1219 ,1100 ,1261 ,1001 ,511 ,300 ,41 ,1 ,8724 ,8724 ,356 ,554 ,1443 ,1311 ,1269 ,1422 ,1112 ,720 ,439 ,94 ,4 
서울특별시 성북구 삼선동(1129055500),10676 ,10676 ,464 ,874 ,1863 ,1562 ,1581 ,1871 ,1351 ,716 ,361 ,31 ,2 ,11847 ,11847 ,445 ,871 ,2319 ,1597 ,1644 ,1858 ,1439 ,981 ,613 ,77 ,3 
서울특별시 성북구 동선동(1129057500),6371 ,6371 ,214 ,383 ,1465 ,1187 ,873 ,950 ,656 ,436 ,193 ,14 ,0 ,8914 ,8914 ,238 ,551 ,3161 ,1323 ,976 ,951 ,793 ,549 ,323 ,47 ,2 
서울특별시 성북구 돈암제1동(1129058000),6740 ,6740 ,358 ,571 ,868 ,915 ,901 ,1292 ,1014 ,568 ,237 ,16 ,0 ,7679 ,7679 ,356 ,592 ,1004 ,969 ,1031 ,1346 ,1224 ,697 ,408 ,50 ,2 
서울특별시 성북구 돈암제2동(1129059000),11138 ,11138 ,890 ,1317 ,1361 ,1340 ,1879 ,2033 ,1332 ,642 ,310 ,34 ,0 ,12438 ,12438 ,885 ,1359 ,1417 ,1489 ,2197 ,2169 ,1505 ,837 ,482 ,98 ,0 
서울특별시 성북구 안암동(1129060000),7588 ,7588 ,203 ,432 ,2858 ,1101 ,769 ,953 ,690 ,392 ,173 ,16 ,1 ,7453 ,7453 ,190 ,356 ,2631 ,919 ,742 ,966 ,762 ,514 ,326 ,45 ,2 
서울특별시 성북구 보문동(1129061000),7840 ,7840 ,519 ,491 ,1282 ,1400 ,1189 ,1309 ,966 ,469 ,200 ,15 ,0 ,8499 ,8499 ,517 ,530 ,1429 ,1356 ,1210 ,1369 ,1090 ,627 ,320 ,50 ,1 
서울특별시 성북구 정릉제1동(1129062000),8607 ,8607 ,671 ,849 ,1119 ,1167 ,1461 ,1376 ,1090 ,572 ,279 ,23 ,0 ,9389 ,9389 ,620 ,833 ,1140 ,1239 ,1561 ,1482 ,1247 ,772 ,436 ,58 ,1 
서울특별시 성북구 정릉제2동(1129063000),11004 ,11004 ,660 ,915 ,1555 ,1520 ,1686 ,1826 ,1565 ,882 ,369 ,26 ,0 ,11721 ,11721 ,640 ,814 ,1545 ,1487 ,1664 ,1986 ,1827 ,1085 ,589 ,84 ,0 
서울특별시 성북구 정릉제3동(1129064000),7604 ,7604 ,274 ,516 ,1840 ,1063 ,845 ,1127 ,1008 ,633 ,275 ,23 ,0 ,7647 ,7647 ,229 ,458 ,1472 ,797 ,847 ,1179 ,1274 ,821 ,485 ,83 ,2 
서울특별시 성북구 정릉제4동(1129065000),11735 ,11735 ,716 ,1042 ,1590 ,1469 ,1875 ,2031 ,1637 ,937 ,403 ,35 ,0 ,12720 ,12720 ,652 ,973 ,1559 ,1490 ,1975 ,2193 ,1973 ,1183 ,618 ,101 ,3 
서울특별시 성북구 길음제1동(1129066000),16514 ,16514 ,1660 ,2414 ,1596 ,1761 ,3495 ,2798 ,1524 ,869 ,376 ,21 ,0 ,18366 ,18366 ,1576 ,2528 ,1743 ,2159 ,3943 ,2642 ,1882 ,1230 ,560 ,99 ,4 
서울특별시 성북구 길음제2동(1129068500),10360 ,10360 ,1072 ,1054 ,1173 ,1426 ,1841 ,1748 ,1207 ,610 ,210 ,19 ,0 ,11185 ,11185 ,1007 ,953 ,1314 ,1604 ,2011 ,1780 ,1381 ,711 ,360 ,62 ,2 
서울특별시 성북구 종암동(1129070500),18916 ,18916 ,1170 ,1936 ,2929 ,2478 ,2938 ,3114 ,2447 ,1200 ,635 ,65 ,4 ,19335 ,19335 ,1124 ,1585 ,2641 ,2337 ,3085 ,3144 ,2597 ,1648 ,995 ,174 ,5 
서울특별시 성북구 월곡제1동(1129071500),12541 ,12541 ,865 ,1236 ,1351 ,1673 ,2147 ,2152 ,1740 ,928 ,415 ,34 ,0 ,13465 ,13465 ,869 ,1269 ,1517 ,1714 ,2184 ,2126 ,1932 ,1208 ,571 ,75 ,0 
서울특별시 성북구 월곡제2동(1129072500),9267 ,9267 ,484 ,732 ,1482 ,1382 ,1316 ,1493 ,1326 ,704 ,331 ,17 ,0 ,10007 ,10007 ,431 ,705 ,2049 ,1244 ,1325 ,1448 ,1395 ,883 ,459 ,67 ,1 
서울특별시 성북구 장위제1동(1129076000),11727 ,11727 ,818 ,945 ,1600 ,1733 ,1860 ,2008 ,1662 ,774 ,301 ,26 ,0 ,12247 ,12247 ,808 ,915 ,1594 ,1561 ,1809 ,2139 ,1856 ,976 ,522 ,64 ,3 
서울특별시 성북구 장위제2동(1129077000),6607 ,6607 ,285 ,416 ,899 ,922 ,956 ,1198 ,1031 ,622 ,263 ,15 ,0 ,6846 ,6846 ,253 ,389 ,947 ,890 ,802 ,1149 ,1214 ,764 ,386 ,50 ,2 
서울특별시 성북구 장위제3동(1129078000),7679 ,7679 ,833 ,658 ,939 ,1110 ,1368 ,1234 ,925 ,435 ,168 ,9 ,0 ,8028 ,8028 ,786 ,663 ,1006 ,1276 ,1275 ,1250 ,1034 ,487 ,219 ,31 ,1 
서울특별시 성북구 석관동(1129081000),17090 ,17090 ,923 ,1080 ,2384 ,2495 ,2482 ,2881 ,2685 ,1458 ,656 ,44 ,2 ,17487 ,17487 ,856 ,968 ,2508 ,2313 ,2302 ,2891 ,2849 ,1845 ,845 ,109 ,1 
서울특별시 강북구 (1130500000),143000 ,143000 ,6643 ,10219 ,19551 ,18880 ,21829 ,25189 ,22122 ,12618 ,5534 ,404 ,11 ,151429 ,151429 ,6311 ,9930 ,20668 ,17156 ,20547 ,25736 ,25068 ,16744 ,8173 ,1066 ,30 
서울특별시 강북구 삼양동(1130553400),11464 ,11464 ,570 ,912 ,1542 ,1444 ,1672 ,2106 ,1783 ,1013 ,389 ,33 ,0 ,11555 ,11555 ,514 ,817 ,1387 ,1284 ,1619 ,2085 ,1993 ,1194 ,579 ,82 ,1 
서울특별시 강북구 미아동(1130553500),10184 ,10184 ,325 ,664 ,1545 ,1481 ,1435 ,1745 ,1689 ,874 ,396 ,30 ,0 ,11016 ,11016 ,315 ,581 ,2083 ,1289 ,1332 ,1851 ,1781 ,1130 ,587 ,66 ,1 
서울특별시 강북구 송중동(1130554500),14142 ,14142 ,702 ,924 ,1967 ,1967 ,2217 ,2421 ,2201 ,1206 ,503 ,33 ,1 ,15240 ,15240 ,700 ,1008 ,2049 ,1932 ,2117 ,2642 ,2480 ,1552 ,670 ,90 ,0 
서울특별시 강북구 송천동(1130555500),12670 ,12670 ,429 ,717 ,1646 ,1620 ,1790 ,2445 ,2293 ,1195 ,496 ,37 ,2 ,12957 ,12957 ,443 ,707 ,1636 ,1382 ,1629 ,2350 ,2371 ,1569 ,777 ,89 ,4 
서울특별시 강북구 삼각산동(1130557500),14769 ,14769 ,1288 ,1951 ,1595 ,1578 ,2844 ,2665 ,1611 ,877 ,338 ,20 ,2 ,16007 ,16007 ,1180 ,1912 ,1626 ,1775 ,3110 ,2622 ,1938 ,1150 ,606 ,85 ,3 
서울특별시 강북구 번1동(1130559500),9193 ,9193 ,307 ,475 ,1517 ,1411 ,1472 ,1583 ,1305 ,769 ,331 ,23 ,0 ,9035 ,9035 ,262 ,482 ,1577 ,1207 ,1226 ,1432 ,1416 ,950 ,424 ,56 ,3 
서울특별시 강북구 번2동(1130560300),7433 ,7433 ,276 ,487 ,1073 ,858 ,1099 ,1302 ,1244 ,764 ,313 ,17 ,0 ,7969 ,7969 ,254 ,419 ,994 ,759 ,1005 ,1312 ,1447 ,1178 ,539 ,59 ,3 
서울특별시 강북구 번3동(1130560800),7707 ,7707 ,374 ,587 ,913 ,798 ,1152 ,1361 ,1207 ,866 ,426 ,22 ,1 ,8764 ,8764 ,385 ,581 ,828 ,756 ,1159 ,1390 ,1462 ,1542 ,586 ,72 ,3 
서울특별시 강북구 수유1동(1130561500),10019 ,10019 ,420 ,616 ,1453 ,1454 ,1509 ,1675 ,1581 ,888 ,386 ,36 ,1 ,10352 ,10352 ,394 ,635 ,1561 ,1223 ,1264 ,1735 ,1785 ,1109 ,578 ,65 ,3 
서울특별시 강북구 수유2동(1130562500),9951 ,9951 ,474 ,676 ,1313 ,1291 ,1478 ,1702 ,1607 ,913 ,459 ,37 ,1 ,10968 ,10968 ,452 ,625 ,1463 ,1142 ,1393 ,1894 ,1933 ,1255 ,716 ,93 ,2 
서울특별시 강북구 수유3동(1130563500),11390 ,11390 ,353 ,519 ,1995 ,1805 ,1662 ,1977 ,1679 ,957 ,406 ,37 ,0 ,11640 ,11640 ,320 ,520 ,2261 ,1541 ,1385 ,1920 ,1891 ,1165 ,571 ,63 ,3 
서울특별시 강북구 우이동(1130564500),9751 ,9751 ,454 ,684 ,1163 ,1335 ,1424 ,1719 ,1553 ,907 ,473 ,39 ,0 ,10503 ,10503 ,454 ,650 ,1314 ,1159 ,1323 ,1824 ,1821 ,1199 ,651 ,106 ,2 
서울특별시 강북구 인수동(1130566000),14327 ,14327 ,671 ,1007 ,1829 ,1838 ,2075 ,2488 ,2369 ,1389 ,618 ,40 ,3 ,15423 ,15423 ,638 ,993 ,1889 ,1707 ,1985 ,2679 ,2750 ,1751 ,889 ,140 ,2 
서울특별시 도봉구 (1132000000),151811 ,151811 ,8209 ,12174 ,19950 ,19669 ,22241 ,26371 ,24428 ,12878 ,5426 ,453 ,12 ,160616 ,160616 ,7544 ,11460 ,19781 ,18712 ,22488 ,28547 ,27431 ,15168 ,8178 ,1277 ,30 
서울특별시 도봉구 창제1동(1132051100),11623 ,11623 ,653 ,1027 ,1521 ,1601 ,1838 ,2005 ,1667 ,870 ,408 ,31 ,2 ,12773 ,12773 ,627 ,992 ,1560 ,1585 ,1934 ,2247 ,1972 ,1117 ,638 ,99 ,2 
서울특별시 도봉구 창제2동(1132051200),13941 ,13941 ,769 ,1095 ,1951 ,1959 ,2184 ,2394 ,2002 ,1090 ,476 ,21 ,0 ,14781 ,14781 ,731 ,1021 ,1997 ,1938 ,2136 ,2623 ,2296 ,1312 ,629 ,95 ,3 
서울특별시 도봉구 창제3동(1132051300),6784 ,6784 ,337 ,520 ,868 ,810 ,1019 ,1261 ,1097 ,605 ,249 ,16 ,2 ,6815 ,6815 ,283 ,462 ,786 ,725 ,995 ,1190 ,1198 ,762 ,378 ,34 ,2 
서울특별시 도봉구 창제4동(1132051400),12521 ,12521 ,785 ,1268 ,1653 ,1561 ,1951 ,2217 ,1860 ,826 ,353 ,44 ,3 ,13534 ,13534 ,701 ,1203 ,1683 ,1656 ,2151 ,2508 ,1999 ,935 ,588 ,110 ,0 
서울특별시 도봉구 창제5동(1132051500),11629 ,11629 ,707 ,930 ,1637 ,1726 ,1606 ,1944 ,1825 ,840 ,368 ,44 ,2 ,12650 ,12650 ,620 ,872 ,1744 ,1724 ,1714 ,2266 ,2081 ,989 ,542 ,96 ,2 
서울특별시 도봉구 도봉제1동(1132052100),10273 ,10273 ,343 ,581 ,1229 ,1171 ,1437 ,1814 ,1895 ,1247 ,513 ,42 ,1 ,10237 ,10237 ,361 ,495 ,1126 ,978 ,1213 ,1790 ,2054 ,1425 ,711 ,83 ,1 
서울특별시 도봉구 도봉제2동(1132052200),12847 ,12847 ,743 ,765 ,1512 ,1686 ,1812 ,2078 ,2280 ,1380 ,552 ,39 ,0 ,13395 ,13395 ,691 ,736 ,1416 ,1620 ,1716 ,2174 ,2585 ,1528 ,788 ,136 ,5 
서울특별시 도봉구 쌍문제1동(1132066000),10089 ,10089 ,546 ,711 ,1308 ,1268 ,1490 ,1784 ,1610 ,925 ,413 ,34 ,0 ,10920 ,10920 ,450 ,786 ,1536 ,1164 ,1452 ,1897 ,1847 ,1115 ,590 ,82 ,1 
서울특별시 도봉구 쌍문제2동(1132067000),8781 ,8781 ,447 ,672 ,1174 ,1262 ,1305 ,1459 ,1439 ,696 ,296 ,31 ,0 ,9645 ,9645 ,432 ,601 ,1147 ,1144 ,1305 ,1739 ,1718 ,919 ,546 ,93 ,1 
서울특별시 도봉구 쌍문제3동(1132068000),8119 ,8119 ,380 ,505 ,1175 ,1237 ,1222 ,1344 ,1203 ,709 ,322 ,21 ,1 ,8740 ,8740 ,387 ,489 ,1331 ,1154 ,1147 ,1482 ,1376 ,882 ,437 ,51 ,4 
서울특별시 도봉구 쌍문제4동(1132068100),8644 ,8644 ,550 ,955 ,1149 ,1046 ,1264 ,1482 ,1372 ,585 ,218 ,23 ,0 ,9691 ,9691 ,490 ,901 ,1176 ,1134 ,1448 ,1803 ,1599 ,625 ,439 ,75 ,1 
서울특별시 도봉구 방학제1동(1132069000),14033 ,14033 ,672 ,1058 ,1878 ,1686 ,1998 ,2596 ,2346 ,1293 ,471 ,34 ,1 ,14259 ,14259 ,663 ,1046 ,1816 ,1533 ,1972 ,2619 ,2455 ,1421 ,622 ,108 ,4 
서울특별시 도봉구 방학제2동(1132070000),9699 ,9699 ,399 ,699 ,1306 ,1136 ,1320 ,1865 ,1670 ,880 ,394 ,30 ,0 ,9518 ,9518 ,365 ,658 ,1088 ,902 ,1235 ,1783 ,1781 ,1056 ,567 ,82 ,1 
서울특별시 도봉구 방학제3동(1132071000),12828 ,12828 ,878 ,1388 ,1589 ,1520 ,1795 ,2128 ,2162 ,932 ,393 ,43 ,0 ,13658 ,13658 ,743 ,1198 ,1375 ,1455 ,2070 ,2426 ,2470 ,1082 ,703 ,133 ,3 
서울특별시 노원구 (1135000000),242826 ,242826 ,14758 ,25633 ,34982 ,30898 ,37664 ,41652 ,33200 ,16713 ,6664 ,648 ,14 ,262232 ,262232 ,13935 ,23806 ,33575 ,31066 ,41425 ,44668 ,38240 ,21544 ,11897 ,2006 ,70 
서울특별시 노원구 월계1동(1135056000),10815 ,10815 ,516 ,849 ,2159 ,1340 ,1565 ,1682 ,1481 ,869 ,322 ,31 ,1 ,10147 ,10147 ,486 ,723 ,1506 ,1118 ,1477 ,1653 ,1584 ,1047 ,474 ,76 ,3 
서울특별시 노원구 월계2동(1135057000),12504 ,12504 ,759 ,1011 ,1559 ,1432 ,1980 ,2138 ,2032 ,1165 ,388 ,38 ,2 ,13484 ,13484 ,706 ,937 ,1407 ,1506 ,1905 ,2247 ,2475 ,1400 ,757 ,139 ,5 
서울특별시 노원구 월계3동(1135058000),13976 ,13976 ,992 ,1027 ,1613 ,2205 ,2225 ,2148 ,2052 ,1201 ,484 ,29 ,0 ,15319 ,15319 ,926 ,953 ,1661 ,2178 ,2116 ,2470 ,2604 ,1459 ,813 ,135 ,4 
서울특별시 노원구 공릉1동(1135059500),17742 ,17742 ,871 ,1308 ,3288 ,2499 ,2637 ,2685 ,2610 ,1330 ,469 ,44 ,1 ,18798 ,18798 ,844 ,1252 ,3425 ,2487 ,2535 ,2836 ,2980 ,1583 ,716 ,136 ,4 
서울특별시 노원구 공릉2동(1135060000),20398 ,20398 ,1623 ,2239 ,3419 ,2811 ,3203 ,3117 ,2371 ,1171 ,404 ,39 ,1 ,21443 ,21443 ,1507 ,2116 ,3487 ,2880 ,3484 ,3216 ,2706 ,1287 ,665 ,90 ,5 
서울특별시 노원구 하계1동(1135061100),12794 ,12794 ,526 ,1740 ,2442 ,1320 ,1635 ,2330 ,1749 ,706 ,306 ,40 ,0 ,13920 ,13920 ,468 ,1381 ,2187 ,1316 ,2057 ,2480 ,2003 ,1186 ,741 ,97 ,4 
서울특별시 노원구 하계2동(1135061200),10274 ,10274 ,668 ,1322 ,1427 ,1180 ,1695 ,1840 ,1300 ,563 ,242 ,37 ,0 ,11386 ,11386 ,641 ,1278 ,1309 ,1282 ,1964 ,2011 ,1492 ,822 ,503 ,84 ,0 
서울특별시 노원구 중계본동(1135061900),11436 ,11436 ,648 ,2227 ,1514 ,828 ,1977 ,2301 ,1266 ,451 ,211 ,13 ,0 ,12064 ,12064 ,595 ,2139 ,1452 ,879 ,2617 ,2248 ,1127 ,586 ,359 ,61 ,1 
서울특별시 노원구 중계1동(1135062100),12914 ,12914 ,931 ,2870 ,1485 ,812 ,2577 ,2494 ,1128 ,411 ,190 ,15 ,1 ,13600 ,13600 ,774 ,2545 ,1369 ,1055 ,3415 ,2286 ,1174 ,560 ,371 ,49 ,2 
서울특별시 노원구 중계4동(1135062400),9383 ,9383 ,471 ,1127 ,1225 ,934 ,1474 ,1791 ,1275 ,732 ,324 ,30 ,0 ,10167 ,10167 ,475 ,941 ,1157 ,891 ,1633 ,1836 ,1440 ,1130 ,567 ,93 ,4 
서울특별시 노원구 중계2.3동(1135062500),15304 ,15304 ,868 ,1418 ,1910 ,1950 ,2472 ,2653 ,2173 ,1235 ,562 ,63 ,0 ,18119 ,18119 ,827 ,1467 ,1935 ,2014 ,2703 ,2935 ,2768 ,2089 ,1186 ,186 ,9 
서울특별시 노원구 상계1동(1135063000),18263 ,18263 ,1028 ,1601 ,2449 ,2341 ,2586 ,3207 ,3016 ,1423 ,558 ,51 ,3 ,19502 ,19502 ,995 ,1514 ,2360 ,2291 ,2789 ,3580 ,3317 ,1633 ,858 ,158 ,7 
서울특별시 노원구 상계2동(1135064000),9620 ,9620 ,397 ,842 ,1544 ,1131 ,1336 ,1878 ,1526 ,682 ,264 ,19 ,1 ,9958 ,9958 ,408 ,871 ,1509 ,1060 ,1389 ,1908 ,1554 ,756 ,433 ,65 ,5 
서울특별시 노원구 상계3.4동(1135066500),12634 ,12634 ,605 ,1035 ,1564 ,1430 ,1802 ,2283 ,2146 ,1204 ,530 ,34 ,1 ,12720 ,12720 ,597 ,847 ,1351 ,1239 ,1748 ,2271 ,2249 ,1490 ,823 ,99 ,6 
서울특별시 노원구 상계5동(1135067000),11464 ,11464 ,483 ,937 ,1654 ,1405 ,1596 ,2137 ,1828 ,990 ,390 ,44 ,0 ,12170 ,12170 ,464 ,886 ,1524 ,1208 ,1666 ,2297 ,2018 ,1278 ,706 ,117 ,6 
서울특별시 노원구 상계6.7동(1135069500),14761 ,14761 ,1079 ,1441 ,2000 ,2219 ,2358 ,2505 ,1840 ,909 ,367 ,43 ,0 ,17228 ,17228 ,1017 ,1377 ,2149 ,2454 ,2751 ,3098 ,2342 ,1165 ,714 ,158 ,3 
서울특별시 노원구 상계8동(1135070000),10671 ,10671 ,1096 ,927 ,1279 ,2328 ,1828 ,1420 ,999 ,547 ,217 ,29 ,1 ,11691 ,11691 ,1052 ,924 ,1259 ,2401 ,1924 ,1613 ,1376 ,692 ,375 ,75 ,0 
서울특별시 노원구 상계9동(1135071000),9383 ,9383 ,577 ,940 ,1315 ,1330 ,1421 ,1615 ,1287 ,624 ,244 ,29 ,1 ,10615 ,10615 ,549 ,889 ,1244 ,1344 ,1703 ,1902 ,1607 ,803 ,468 ,105 ,1 
서울특별시 노원구 상계10동(1135072000),8490 ,8490 ,620 ,772 ,1136 ,1403 ,1297 ,1428 ,1121 ,500 ,192 ,20 ,1 ,9901 ,9901 ,604 ,766 ,1284 ,1463 ,1549 ,1781 ,1424 ,578 ,368 ,83 ,1 
서울특별시 은평구 (1138000000),223764 ,223764 ,13477 ,18767 ,29987 ,32499 ,35799 ,37109 ,31190 ,16886 ,7475 ,562 ,13 ,245224 ,245224 ,12713 ,17879 ,33616 ,33725 ,36640 ,39895 ,36330 ,21873 ,11035 ,1480 ,38 
서울특별시 은평구 녹번동(1138051000),17211 ,17211 ,1124 ,1060 ,2186 ,2881 ,2787 ,2761 ,2395 ,1370 ,602 ,45 ,0 ,19314 ,19314 ,1162 ,1090 ,2549 ,3035 ,2640 ,3051 ,2953 ,1798 ,895 ,139 ,2 
서울특별시 은평구 불광제1동(1138052000),17891 ,17891 ,1041 ,1287 ,2349 ,2637 ,2691 ,3017 ,2676 ,1428 ,699 ,65 ,1 ,20107 ,20107 ,1010 ,1165 ,2589 ,2695 ,2819 ,3480 ,3178 ,1972 ,1069 ,128 ,2 
서울특별시 은평구 불광제2동(1138053000),13025 ,13025 ,456 ,830 ,1933 ,1963 ,1796 ,2207 ,2099 ,1184 ,524 ,32 ,1 ,13948 ,13948 ,463 ,749 ,2034 ,1842 ,1684 ,2418 ,2392 ,1505 ,761 ,99 ,1 
서울특별시 은평구 갈현제1동(1138055100),9340 ,9340 ,390 ,642 ,1462 ,1368 ,1326 ,1551 ,1465 ,796 ,321 ,18 ,1 ,9750 ,9750 ,297 ,587 ,1456 ,1165 ,1279 ,1768 ,1713 ,975 ,443 ,64 ,3 
서울특별시 은평구 갈현제2동(1138055200),13215 ,13215 ,655 ,1142 ,1960 ,1897 ,2070 ,2257 ,1777 ,981 ,447 ,29 ,0 ,14709 ,14709 ,611 ,1138 ,2175 ,1864 ,2209 ,2555 ,2145 ,1315 ,624 ,73 ,0 
서울특별시 은평구 구산동(1138056000),15585 ,15585 ,744 ,1299 ,2085 ,1985 ,2411 ,2764 ,2399 ,1311 ,541 ,44 ,2 ,16322 ,16322 ,761 ,1325 ,2320 ,1943 ,2350 ,2852 ,2485 ,1449 ,740 ,96 ,1 
서울특별시 은평구 대조동(1138057000),12317 ,12317 ,524 ,695 ,1956 ,2162 ,1811 ,2015 ,1646 ,986 ,488 ,34 ,0 ,14171 ,14171 ,458 ,802 ,2694 ,2174 ,1867 ,2137 ,1965 ,1331 ,675 ,65 ,3 
서울특별시 은평구 응암제1동(1138058000),15493 ,15493 ,1265 ,1400 ,1907 ,2581 ,2718 ,2421 ,1805 ,936 ,425 ,34 ,1 ,17409 ,17409 ,1205 ,1315 ,2394 ,2818 ,2813 ,2509 ,2208 ,1412 ,661 ,74 ,0 
서울특별시 은평구 응암제2동(1138059000),13489 ,13489 ,1608 ,1291 ,1289 ,2055 ,2833 ,1906 ,1394 ,763 ,326 ,23 ,1 ,14375 ,14375 ,1452 ,1214 ,1257 ,2419 ,2774 ,1974 ,1703 ,998 ,505 ,74 ,5 
